bucket,hand_id,decision_idx,head_idx,rank,src_position,src_token,attn_weight,entropy_over_seq,seq_len
clean_check_or_call,fdc16c0b,1,5,0,345, calling,0.5469,2.1314,357
clean_check_or_call,fdc16c0b,1,5,1,355,""":",0.0894,2.1314,357
clean_check_or_call,fdc16c0b,1,5,2,346, to,0.0510,2.1314,357
clean_check_or_call,fdc16c0b,1,5,3,350,".

",0.0449,2.1314,357
clean_check_or_call,fdc16c0b,1,5,4,344, consider,0.0282,2.1314,357
clean_check_or_call,fdc16c0b,1,5,5,341,",",0.0220,2.1314,357
clean_check_or_call,fdc16c0b,1,5,6,343, should,0.0212,2.1314,357
clean_check_or_call,fdc16c0b,1,5,7,329,",",0.0182,2.1314,357
clean_check_or_call,fdc16c0b,1,23,0,345, calling,0.5039,2.3860,357
clean_check_or_call,fdc16c0b,1,23,1,346, to,0.0825,2.3860,357
clean_check_or_call,fdc16c0b,1,23,2,355,""":",0.0623,2.3860,357
clean_check_or_call,fdc16c0b,1,23,3,317, is,0.0420,2.3860,357
clean_check_or_call,fdc16c0b,1,23,4,350,".

",0.0294,2.3860,357
clean_check_or_call,fdc16c0b,1,23,5,0,<|begin_of_text|>,0.0226,2.3860,357
clean_check_or_call,fdc16c0b,1,23,6,356," """,0.0199,2.3860,357
clean_check_or_call,fdc16c0b,1,23,7,343, should,0.0153,2.3860,357
clean_check_or_call,fdc16c0b,1,24,0,350,".

",0.4062,2.8220,357
clean_check_or_call,fdc16c0b,1,24,1,302,.,0.0854,2.8220,357
clean_check_or_call,fdc16c0b,1,24,2,345, calling,0.0542,2.8220,357
clean_check_or_call,fdc16c0b,1,24,3,0,<|begin_of_text|>,0.0518,2.8220,357
clean_check_or_call,fdc16c0b,1,24,4,355,""":",0.0500,2.8220,357
clean_check_or_call,fdc16c0b,1,24,5,328, However,0.0366,2.8220,357
clean_check_or_call,fdc16c0b,1,24,6,327,.,0.0361,2.8220,357
clean_check_or_call,fdc16c0b,1,24,7,267,.,0.0190,2.8220,357
clean_check_or_call,fdc16c0b,2,5,0,342,",",0.2148,3.0864,363
clean_check_or_call,fdc16c0b,2,5,1,336, to,0.1187,3.0864,363
clean_check_or_call,fdc16c0b,2,5,2,335, checking,0.0952,3.0864,363
clean_check_or_call,fdc16c0b,2,5,3,343, but,0.0742,3.0864,363
clean_check_or_call,fdc16c0b,2,5,4,353, prepared,0.0698,3.0864,363
clean_check_or_call,fdc16c0b,2,5,5,355, act,0.0525,3.0864,363
clean_check_or_call,fdc16c0b,2,5,6,361,""":",0.0339,3.0864,363
clean_check_or_call,fdc16c0b,2,5,7,341, reacts,0.0265,3.0864,363
clean_check_or_call,fdc16c0b,2,23,0,336, to,0.2432,3.0904,363
clean_check_or_call,fdc16c0b,2,23,1,335, checking,0.1670,3.0904,363
clean_check_or_call,fdc16c0b,2,23,2,342,",",0.0776,3.0904,363
clean_check_or_call,fdc16c0b,2,23,3,201,_CALL,0.0552,3.0904,363
clean_check_or_call,fdc16c0b,2,23,4,200,_OR,0.0452,3.0904,363
clean_check_or_call,fdc16c0b,2,23,5,0,<|begin_of_text|>,0.0339,3.0904,363
clean_check_or_call,fdc16c0b,2,23,6,202,"',",0.0310,3.0904,363
clean_check_or_call,fdc16c0b,2,23,7,189, call,0.0291,3.0904,363
clean_check_or_call,fdc16c0b,2,24,0,356,".

",0.2988,3.2541,363
clean_check_or_call,fdc16c0b,2,24,1,361,""":",0.1289,3.2541,363
clean_check_or_call,fdc16c0b,2,24,2,349,",",0.0488,3.2541,363
clean_check_or_call,fdc16c0b,2,24,3,0,<|begin_of_text|>,0.0405,3.2541,363
clean_check_or_call,fdc16c0b,2,24,4,321,.,0.0315,3.2541,363
clean_check_or_call,fdc16c0b,2,24,5,335, checking,0.0315,3.2541,363
clean_check_or_call,fdc16c0b,2,24,6,355, act,0.0310,3.2541,363
clean_check_or_call,fdc16c0b,2,24,7,343, but,0.0295,3.2541,363
